dx,gb,dz,gb_energy,variance,acquisition
0.8,1.0,0.8,1.077117103027136,0.012413555438685667,1.060403493972801
0.8,1.0,0.9,1.0692250045795297,0.011847293345511694,1.063393524055481
0.8,1.0,1.0,1.0726490182209045,0.012074700894466016,1.0788582377999665
0.8,1.0,1.1,1.0859396740157699,0.012463015621693626,1.0996410362033648
0.8,1.0,1.2,1.1023453154599159,0.01257971406456125,1.1152002012446673
0.8,1.0,1.3,1.103073431593268,0.012432451655623768,1.1235559750629036
0.8,1.0,1.4,1.0714460631115805,0.011994974374665249,1.1240252804896629
0.8,1.0,1.5,1.0165809022653056,0.012186549743257075,1.1070333667722794
0.8,1.0,1.6,0.9689800818389855,0.013489771004613012,1.0708992721350392
0.8,1.0,1.7,0.9514904417188526,0.015751694847832766,1.0427418112215743
0.8,1.0,1.8,0.9651877574345699,0.018007560009606245,1.0582817944335787
0.8,1.0,1.9,0.998586727716122,0.01888148473664793,1.1177451342454754
0.8,1.0,2.0,1.0348583340884412,0.01831865411416043,1.179740817763425
0.8,1.0,2.1,1.054283979907515,0.017157914939692275,1.2022155224672273
0.8,1.0,2.2,1.0488674217994225,0.01566126238981062,1.176714774516316
0.8,1.0,2.3,1.03552012719429,0.013967771705262564,1.1248848056425604
0.8,1.0,2.4,1.039826346663174,0.012469384158152855,1.0788279930584677
0.8,1.0,2.5,1.0668757998837113,0.011674431400208036,1.0653489586907803
0.8,1.0,2.6,1.10055224010081,0.01115402291666181,1.0914826866721583
0.8,1.0,2.7,1.1269256137211046,0.010702202022043068,1.1388201218447038
0.8,1.0,2.8,1.1421731108810498,0.010274308395406105,1.1794840296482367
0.8,1.0,2.9,1.1416687367690992,0.009821065339479509,1.196284760448407
0.8,1.0,3.0,1.1207346227761779,0.00993537413372377,1.1813111320133036
0.8,1.0,3.1,1.0870135780448371,0.011403374190529347,1.1272993279899894
0.8,1.0,3.2,1.0563893366418962,0.014223499160079693,1.0392588987075504
0.8,1.0,3.3,1.035928070894941,0.016786437840411735,0.9484321114963518
0.8,1.0,3.4,1.0230617353719198,0.016949653862878562,0.8936651994239203
0.8,1.0,3.5,1.0177371050595438,0.015695526019614284,0.8878042599813503
0.8,1.0,3.6,1.0201930885928638,0.015216441133957238,0.9152077861656944
0.9,1.0,0.0,1.1131974284121624,0.017675200774287917,1.3334065165079376
0.9,1.0,0.1,1.0843085813165645,0.015886548600963606,1.355250999919299
0.9,1.0,0.2,1.0668019210869302,0.014834770876362723,1.319337287634408
0.9,1.0,0.3,1.0654036621067107,0.015372685228246929,1.2529209948700084
0.9,1.0,0.4,1.0830874612456152,0.016685675524872434,1.183415131788719
0.9,1.0,0.5,1.1057569109153846,0.016621998473971375,1.128577056674962
0.9,1.0,0.6,1.1116132261201939,0.014705485727496059,1.0936624741569976
0.9,1.0,0.7,1.096184537426488,0.012932758587735025,1.0711766841218484
0.9,1.0,0.8,1.0745593669457831,0.01225119545060761,1.0529033024114078
0.9,1.0,0.9,1.0613983279475845,0.012273962130980483,1.0422785697236443
0.9,1.0,1.0,1.0619242168704441,0.012434800784663021,1.046638840667185
0.9,1.0,1.1,1.0765941034294686,0.012364578110494729,1.0628063604057825
0.9,1.0,1.2,1.0968969920805105,0.01226438270559443,1.0815419655841751
0.9,1.0,1.3,1.100040717482893,0.01230765578447017,1.0987504182067502
0.9,1.0,1.4,1.0671617622263907,0.012313814290290976,1.109115638120144
0.9,1.0,1.5,1.00859394859982,0.012889409261883167,1.099350095130548
0.9,1.0,1.6,0.9575375825940837,0.014025951324247835,1.0677810225500384
0.9,1.0,1.7,0.9389788467006607,0.015755803945078306,1.0436178334557125
0.9,1.0,1.8,0.954883642221473,0.017691775738947743,1.0628951316362412
0.9,1.0,1.9,0.9928465949344256,0.018713887116254713,1.1237346997613047
0.9,1.0,2.0,1.0334207950495404,0.018573567313063605,1.1830303266757052
0.9,1.0,2.1,1.0547693997516379,0.018041024073575614,1.1991206368120282
0.9,1.0,2.2,1.04939011248413,0.0171014889849766,1.1651749807877696
0.9,1.0,2.3,1.0360566719834932,0.015475262758527349,1.1048514192410985
0.9,1.0,2.4,1.0406856734203223,0.013674959547863578,1.0527268269802201
0.9,1.0,2.5,1.0670341797220384,0.012770335959279344,1.037885077703873
0.9,1.0,2.6,1.098430180957782,0.012036241794188753,1.0683180866306798
0.9,1.0,2.7,1.1221791412335664,0.010898096930542299,1.125339950827509
0.9,1.0,2.8,1.1362137302188138,0.009845704161233934,1.1798761732846592
0.9,1.0,2.9,1.137175552503437,0.009411723995243577,1.2114219545793983
0.9,1.0,3.0,1.1208732601025695,0.0099289204927685,1.2061429789547982
0.9,1.0,3.1,1.0936739224350736,0.011881408674252027,1.1515353713392695
0.9,1.0,3.2,1.0680619129327418,0.015018577543168602,1.0525916184145105
0.9,1.0,3.3,1.048065800383654,0.017719026045380025,0.9461256096197148
0.9,1.0,3.4,1.031575017966861,0.018132860469595835,0.8781174079197354
